participant,painting_index.x,painting,distance_repetition,distance_trial,distance_index,distance_value,distance_responsetime,painting_index.y,liking_repetition,liking_trial,liking_index,liking_value,liking_responsetime,painting_index,abstraction_repetition,abstraction_trial,abstraction_index,abstraction_value,abstraction_responsetime,painting_index_comparison.x,comparison_position_1,comparison_position_2,comparison_painting,comparison_repetition,comparison_trial,comparison_index,comparison_value,comparison_responsetime,painting_index_comparison.y,painter,painting_category,session,date,framerate,experiment,experience_rating,experience_responsetime,viewing_value,viewing_responsetime,distance_value_numeric,painting_category_num,Painting,set,Painter_set,art_exp
b_4,13,Paintings/Closea2.jpeg,0,5,5,tomorrow,4.66847801208,13,0,5,5,3,3.478,13,0,0,0,6,5.742,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,8,8,4,4.678,12,Close,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Closea2.,A,CloseA,enthusiast 0
b_4,9,Paintings/Monb1.jpeg,0,6,6,in a year,4.73532795906,9,0,10,10,1,2.716,9,0,2,2,1,3.38,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,11,11,3,4.475,3,Mondrian,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,1,1,Monb1.,B,MondrianB,enthusiast 0
b_4,6,Paintings/MonA1.jpeg,0,7,7,tomorrow,2.69390797615,6,0,1,1,7,7.684,6,0,8,8,2,4.17,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,5,5,1,4.554,0,Mondrian,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,MonA1.,A,MondrianA,enthusiast 0
b_4,16,Paintings/Rothkoa2.jpeg,0,8,8,tomorrow,1.96649384499,16,0,12,12,5,2.973,16,0,7,7,5,2.814,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,1,1,4,5.079,6,Rothko,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Rothkoa2.,A,RothkoA,enthusiast 0
b_4,17,Paintings/Rothkoa3.jpeg,0,9,9,in a year,3.63229608536,17,0,0,0,2,16.197,17,0,16,16,7,1.204,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,7,7,5,3.503,7,Rothko,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,1,3,Rothkoa3.,A,RothkoA,enthusiast 0
b_4,8,Paintings/MonA3.jpeg,0,10,10,tomorrow,1.26885294914,8,0,16,16,7,7.78,8,0,17,17,7,2.038,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,10,10,6,2.34,2,Mondrian,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,3,MonA3.,A,MondrianA,enthusiast 0
b_4,15,Paintings/Rothkoa1.jpeg,0,11,11,tomorrow,6.67002391815,15,0,14,14,3,4.58,15,0,18,18,2,2.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,Rothkoa1.,A,RothkoA,enthusiast 0
b_4,1,Paintings/Clifb2.jpeg,0,12,12,tomorrow,1.56255698204,1,0,7,7,2,3.214,1,0,13,13,5,1.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Clifb2.,B,StillB,enthusiast 0
b_4,2,Paintings/Clifb3.jpeg,0,13,13,tomorrow,3.32790279388,2,0,15,15,2,3.07,2,0,4,4,6,2.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,3,Clifb3.,B,StillB,enthusiast 0
b_4,19,Paintings/Rothkob2.jpeg,0,14,14,tomorrow,1.19299507141,19,0,18,18,3,4.95,19,0,12,12,5,2.113,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,13,13,4,2.482,9,Rothko,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Rothkob2.,B,RothkoB,enthusiast 0
b_4,4,Paintings/Clifa2.jpeg,0,15,15,tomorrow,3.87185811996,4,0,3,3,3,3.806,4,0,5,5,5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Clifa2.,A,StillA,enthusiast 0
b_4,12,Paintings/Closea1.jpeg,0,16,16,tomorrow,5.30621600151,12,0,9,9,3,3.242,12,0,9,9,1,2.135,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,3,3,5,7.28,11,Close,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,Closea1.,A,CloseA,enthusiast 0
b_4,0,Paintings/Clifb1.jpeg,0,17,17,tomorrow,3.43609499931,0,0,20,20,3,3.912,0,0,10,10,1,1.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,Clifb1.,B,StillB,enthusiast 0
b_4,20,Paintings/Rothkob3.jpeg,0,18,18,in a year,1.93435001373,20,0,19,19,1,3.315,20,0,15,15,7,2.538,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,0,0,6,6.556,10,Rothko,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,1,3,Rothkob3.,B,RothkoB,enthusiast 0
b_4,5,Paintings/Clifa3.jpeg,0,19,19,in a year,3.1639688015,5,0,6,6,1,2.383,5,0,1,1,7,2.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,1,3,Clifa3.,A,StillA,enthusiast 0
b_4,11,Paintings/Monb3.jpeg,0,20,20,tomorrow,1.32052898407,11,0,13,13,4,7.778,11,0,11,11,6,2.34,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,6,6,5,3.112,5,Mondrian,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,3,Monb3.,B,MondrianB,enthusiast 0
b_5,18,Paintings/Rothkob1.jpeg,0,0,0,tomorrow,14.0110449791,18,0,16,16,6,2.383,18,0,3,3,1,6.539,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,8,8,6,11.884,8,Rothko,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,Rothkob1.,B,RothkoB,enthusiast 0
b_5,8,Paintings/MonA3.jpeg,0,1,1,tomorrow,3.36901497841,8,0,14,14,6,2.573,8,0,0,0,6,6.881,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,11,11,6,3.203,2,Mondrian,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,3,MonA3.,A,MondrianA,enthusiast 0
b_5,16,Paintings/Rothkoa2.jpeg,0,2,2,in a year,2.76204299927,16,0,8,8,4,5.546,16,0,9,9,6,5.412,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,9,9,6,3.784,6,Rothko,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,Rothkoa2.,A,RothkoA,enthusiast 0
b_5,20,Paintings/Rothkob3.jpeg,0,3,3,in a year,0.959348917007,20,0,1,1,1,7.444,20,0,11,11,7,2.066,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,0,0,6,7.491,10,Rothko,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,3,Rothkob3.,B,RothkoB,enthusiast 0
b_5,3,Paintings/Clifa1.jpeg,0,4,4,tomorrow,2.77043104172,3,0,20,20,7,2.145,3,0,15,15,2,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,Clifa1.,A,StillA,enthusiast 0
b_5,1,Paintings/Clifb2.jpeg,0,5,5,in a year,5.57534718513,1,0,2,2,2,3.611,1,0,19,19,4,2.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,Clifb2.,B,StillB,enthusiast 0
b_5,13,Paintings/Closea2.jpeg,0,6,6,in a year,2.59422016144,13,0,7,7,4,2.972,13,0,16,16,7,3.738,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,4,13.856,12,Close,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,Closea2.,A,CloseA,enthusiast 0
b_5,9,Paintings/Monb1.jpeg,0,7,7,tomorrow,2.29785203934,9,0,19,19,7,5.847,9,0,18,18,2,1.645,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,7,7,2,8.818,3,Mondrian,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,Monb1.,B,MondrianB,enthusiast 0
b_5,0,Paintings/Clifb1.jpeg,0,8,8,tomorrow,1.36456513405,0,0,12,12,5,3.015,0,0,7,7,1,8.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,Clifb1.,B,StillB,enthusiast 0
b_5,2,Paintings/Clifb3.jpeg,0,9,9,tomorrow,2.02508020401,2,0,3,3,5,2.413,2,0,8,8,7,4.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,3,Clifb3.,B,StillB,enthusiast 0
b_5,11,Paintings/Monb3.jpeg,0,10,10,in a year,2.95800995827,11,0,15,15,5,2.442,11,0,12,12,7,2.769,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,3,3,6,9.284,5,Mondrian,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,3,Monb3.,B,MondrianB,enthusiast 0
b_5,5,Paintings/Clifa3.jpeg,0,11,11,tomorrow,8.14078092575,5,0,17,17,6,2.284,5,0,5,5,6,4.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,3,Clifa3.,A,StillA,enthusiast 0
b_5,19,Paintings/Rothkob2.jpeg,0,12,12,in a year,7.43358898163,19,0,6,6,3,2.911,19,0,6,6,6,5.811,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,4,4,4,9.181,9,Rothko,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,Rothkob2.,B,RothkoB,enthusiast 0
b_5,12,Paintings/Closea1.jpeg,0,13,13,in a year,1.6974568367,12,0,11,11,1,2.347,12,0,4,4,1,1.837,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,13,13,6,5.94,11,Close,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,1,Closea1.,A,CloseA,enthusiast 0
b_5,7,Paintings/MonA2.jpeg,0,14,14,in a year,1.6356010437,7,0,9,9,3,2.841,7,0,14,14,5,4.414,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,12,12,5,11.413,1,Mondrian,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,MonA2.,A,MondrianA,enthusiast 0
b_5,15,Paintings/Rothkoa1.jpeg,0,15,15,tomorrow,1.69876694679,15,0,5,5,6,4.414,15,0,1,1,2,7.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,Rothkoa1.,A,RothkoA,enthusiast 0
b_5,14,Paintings/Closea3.jpeg,0,16,16,tomorrow,3.06077885628,14,0,0,0,4,11.612,14,0,20,20,6,2.413,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,10,10,5,8.882,13,Close,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,3,Closea3.,A,CloseA,enthusiast 0
b_5,17,Paintings/Rothkoa3.jpeg,0,17,17,tomorrow,3.16737604141,17,0,18,18,4,2.941,17,0,10,10,7,3.407,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,5,5,6,3.179,7,Rothko,abstract,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,3,Rothkoa3.,A,RothkoA,enthusiast 0
b_5,10,Paintings/Monb2.jpeg,0,18,18,in a year,2.49764990807,10,0,4,4,5,3.01,10,0,17,17,5,3.103,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,1,1,4,16.095,4,Mondrian,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,1,2,Monb2.,B,MondrianB,enthusiast 0
b_5,4,Paintings/Clifa2.jpeg,0,19,19,tomorrow,5.49293804169,4,0,10,10,3,4.91,4,0,13,13,6,4.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,2,Clifa2.,A,StillA,enthusiast 0
b_5,6,Paintings/MonA1.jpeg,0,20,20,tomorrow,1.59306097031,6,0,13,13,7,1.937,6,0,2,2,2,3.87,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,2,2,1,12.814,0,Mondrian,concrete,1,2016-07-14T18:40:00Z,59.9204261842,tryagainsim,enthusiast,9.74329996109,0,4.05394506454,0,1,MonA1.,A,MondrianA,enthusiast 0
b_6,14,Paintings/Closea3.jpeg,0,0,0,tomorrow,9.77194690704,14,0,4,4,2,3.246,14,0,19,19,7,3.013,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,10,10,6,3.943,13,Close,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,3,Closea3.,A,CloseA,enthusiast 1-4
b_6,10,Paintings/Monb2.jpeg,0,1,1,in a year,3.56281018257,10,0,11,11,6,11.692,10,0,8,8,5,5.008,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,8,8,5,3.787,4,Mondrian,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Monb2.,B,MondrianB,enthusiast 1-4
b_6,11,Paintings/Monb3.jpeg,0,2,2,tomorrow,2.09346795082,11,0,15,15,6,2.535,11,0,10,10,6,2.349,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,1,1,5,4.902,5,Mondrian,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_6,13,Paintings/Closea2.jpeg,0,3,3,in a year,1.45981884003,13,0,17,17,2,3.185,13,0,7,7,6,3.535,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,7,7,5,4.653,12,Close,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_6,12,Paintings/Closea1.jpeg,0,4,4,in a year,3.05631399155,12,0,18,18,1,4.238,12,0,11,11,1,4.74,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,11,11,6,3.786,11,Close,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_6,9,Paintings/Monb1.jpeg,0,5,5,tomorrow,1.16434407234,9,0,3,3,5,4.144,9,0,15,15,1,2.816,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,5,5,3,8.713,3,Mondrian,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,1,Monb1.,B,MondrianB,enthusiast 1-4
b_6,8,Paintings/MonA3.jpeg,0,6,6,tomorrow,2.56253004074,8,0,0,0,6,33.894,8,0,17,17,6,2.876,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,4,4,7,5.45,2,Mondrian,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,3,MonA3.,A,MondrianA,enthusiast 1-4
b_6,6,Paintings/MonA1.jpeg,0,7,7,tomorrow,3.794672966,6,0,7,7,5,3.074,6,0,14,14,1,11.636,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,3,3,2,8.31,0,Mondrian,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_6,7,Paintings/MonA2.jpeg,0,8,8,tomorrow,1.16806316376,7,0,14,14,6,3.483,7,0,13,13,6,25.262,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,0,0,5,16.484,1,Mondrian,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,2,MonA2.,A,MondrianA,enthusiast 1-4
b_6,0,Paintings/Clifb1.jpeg,0,9,9,in a year,1.22989201546,0,0,1,1,5,4.38,0,0,6,6,1,2.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,1,Clifb1.,B,StillB,enthusiast 1-4
b_6,19,Paintings/Rothkob2.jpeg,0,10,10,in a year,1.26174998283,19,0,6,6,5,4.014,19,0,5,5,4,4.714,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,12,12,4,3.573,9,Rothko,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_6,16,Paintings/Rothkoa2.jpeg,0,11,11,in a year,2.85658407211,16,0,2,2,5,9.145,16,0,4,4,5,4.884,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,9,9,5,22.289,6,Rothko,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_6,2,Paintings/Clifb3.jpeg,0,12,12,tomorrow,2.10397601128,2,0,9,9,2,2.606,2,0,1,1,7,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,3,Clifb3.,B,StillB,enthusiast 1-4
b_6,1,Paintings/Clifb2.jpeg,0,13,13,in a year,2.43121600151,1,0,10,10,4,3.115,1,0,0,0,4,4.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_6,20,Paintings/Rothkob3.jpeg,0,14,14,in a year,3.90458893776,20,0,12,12,2,3.336,20,0,12,12,7,2.669,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,13,13,6,3.872,10,Rothko,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_6,18,Paintings/Rothkob1.jpeg,0,15,15,tomorrow,2.09650397301,18,0,16,16,5,2.812,18,0,2,2,3,3.547,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,6,6,6,5.208,8,Rothko,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_6,15,Paintings/Rothkoa1.jpeg,0,16,16,tomorrow,7.5363368988,15,0,19,19,5,8.083,15,0,20,20,2,2.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_6,3,Paintings/Clifa1.jpeg,0,17,17,tomorrow,5.83515000343,3,0,13,13,4,7.483,3,0,18,18,1,3.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_6,17,Paintings/Rothkoa3.jpeg,0,18,18,in a year,2.8967859745,17,0,8,8,2,3.913,17,0,9,9,6,3.143,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,2,2,4,8.756,7,Rothko,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_6,5,Paintings/Clifa3.jpeg,0,19,19,in a year,2.16551804543,5,0,5,5,3,3.47,5,0,16,16,6,3.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,3,Clifa3.,A,StillA,enthusiast 1-4
b_6,4,Paintings/Clifa2.jpeg,0,20,20,in a year,2.42448401451,4,0,20,20,5,8.656,4,0,3,3,5,2.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T19:13:00Z,59.9211110175,tryagainsim,enthusiast,15.7659318447,1-4,6.18985199928,1,2,Clifa2.,A,StillA,enthusiast 1-4
b_7,6,Paintings/MonA1.jpeg,0,0,0,in a year,27.8519878387,6,0,9,9,7,2.474,6,0,19,19,4,2.301,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,3,3,2,9.508,0,Mondrian,concrete,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,1,MonA1.,A,MondrianA,enthusiast 0
b_7,11,Paintings/Monb3.jpeg,0,1,1,in a year,6.39618206024,11,0,2,2,4,11.117,11,0,11,11,7,26.703,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,2,2,5,5.613,5,Mondrian,abstract,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,3,Monb3.,B,MondrianB,enthusiast 0
b_7,7,Paintings/MonA2.jpeg,0,2,2,in a year,4.27100014687,7,0,18,18,5,4.741,7,0,0,0,5,120.072,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,7,7,4,8.319,1,Mondrian,indeterminate,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,2,MonA2.,A,MondrianA,enthusiast 0
b_7,3,Paintings/Clifa1.jpeg,0,3,3,tomorrow,4.20867705345,3,0,16,16,7,4.971,3,0,18,18,4,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,0,1,Clifa1.,A,StillA,enthusiast 0
b_7,2,Paintings/Clifb3.jpeg,0,4,4,in a year,2.43719387054,2,0,20,20,1,4.644,2,0,9,9,7,1.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,3,Clifb3.,B,StillB,enthusiast 0
b_7,14,Paintings/Closea3.jpeg,0,5,5,in a year,3.16029286385,14,0,5,5,3,3.146,14,0,12,12,7,1.29,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,5,4.545,13,Close,abstract,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,3,Closea3.,A,CloseA,enthusiast 0
b_7,8,Paintings/MonA3.jpeg,0,6,6,in a year,1.23031806946,8,0,11,11,6,4.544,8,0,14,14,7,2.278,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,11,11,7,2.969,2,Mondrian,abstract,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,3,MonA3.,A,MondrianA,enthusiast 0
b_7,17,Paintings/Rothkoa3.jpeg,0,7,7,in a year,2.10091710091,17,0,19,19,1,2.08,17,0,8,8,7,1.612,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,12,12,5,4.606,7,Rothko,abstract,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,3,Rothkoa3.,A,RothkoA,enthusiast 0
b_7,19,Paintings/Rothkob2.jpeg,0,8,8,in a year,2.93805813789,19,0,8,8,5,5.773,19,0,16,16,7,1.814,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,0,0,1,10.172,9,Rothko,indeterminate,1,2016-07-20T16:01:00Z,59.9383225917,tryagainsim,enthusiast,19.1694910526,0,6.957020998,1,2,Rothkob2.,B,RothkoB,enthusiast 0
